,id,title,title_lower,type,description,release_year,country_code,country,genre,seasons,age_certification,age_group,runtime,runtime_type,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
78,tm342996,Duniya,duniya,MOVIE,"Mohan Kumar's diligence and honesty lands him in trouble with Balwant Singh Kalra, Jugal Kishore Ahuja, and Mr. Bhandari. Together the trio frame and imprison Mohan and make him watch helplessly as his wife is killed. Years later, Mohan Kumar is released from prison, his only goal in life is to avenge his humiliation and wrongful arrest at the hands of the trio. With the help of Dinesh Verma, he establishes himself again, and starts the process of bringing death and destruction to the trio. The trio are well aware of his presence, and decide to send one of their men, Ravi, to spy on him. Ravi falls in love with Verma's daughter, Roma, and decides to change sides to help Verma and Mohan, but Mohan will not have anything to do with Ravi, and asks him to leave. Ravi then becomes a target by the trio and their men, and has to save himself, and the only way he can redeem himself is by turning the tables over Mohan, who is none other than his own father.Duniya",1984,IN,India,action,0,not specified,not specified,170,long,6.3,245,1.394,-1.0
79,tm24110,Strange Voices,strange voices,MOVIE,A family begins to fall apart when their eldest daughter is diagnosed with schizophrenia.,1987,US,United States of America,drama,0,not specified,not specified,100,long,6.3,360,2.76,6.8
80,tm371359,Jaal,jaal,MOVIE,"Shankar's father leaves the family for Meenabai. He later learns that his father is dead. He sets out to find out Meenabai, who he thinks is behind his father's death.",1986,IN,India,action,0,not specified,not specified,159,long,5.2,125,3.366,5.0
81,tm55091,Quiet Victory: The Charlie Wedemeyer Story,quiet victory: the charlie wedemeyer story,MOVIE,"Film that tells the story of Los Gatos (California) high school football coach Charlie Wedemeyer. At 31, onetime football pro Wedemeyer is living the American dream; a winning team, a happy marriage and public adulation.",1988,US,United States of America,drama,0,not specified,not specified,100,long,7.2,144,2.246,8.0
82,ts63001,High Risk,high risk,SHOW,"High Risk is a program aired by the CBS television network as part of its 1988 fall lineup.

The genesis of High Risk was a 1988 strike by members of both the Writers Guild of America, East and Writers Guild of America, west against the Alliance of Motion Picture and Television Producers. Unable to produce regular, scripted series, programs such as High Risk were put together to serve as replacements under fear of a two-year lockout.

The CBS 100% in-house production featured ""high-risk"" stunts and jobs such as Border Patrol agent, automobile repo men, cave explorers, and thrilling roller-coaster testers.

Intended as a two-year commitment, strike or no strike, High Risk received unanimous condemnations and was cancelled after being presented for one night. The show was hosted by Wayne Rogers.",1988,US,United States of America,comedy,1,TV-PG,supervised,50,long,3.8,6,1.4,-1.0
83,tm311264,Muqaddar Ka Faisla,muqaddar ka faisla,MOVIE,"Muqaddar ka Faisla, is the story of Pandit Krishna Kant. A poor, but extremely honest, upright, God-fearing man, who refuses to compromise on his principles.",1987,IN,India,action,0,not specified,not specified,172,long,4.8,69,2.236,-1.0
84,tm411457,Pyar Ke Do Pal,pyar ke do pal,MOVIE,"In order to assist her close friend, Rajni Thakur, Geeta Choudhary, has an abortion in her name, so that Rajni can get married. When her secret gets leaked out, Geeta's husband, Ashok, blames her, accuses her of being unfaithful, and drives her out of his house. They have twins, Sunil and Anil, and each parent is allowed custody of one child. The children meet each other at Scout camp, and decide to re-unite their parents, without realizing that they are exposing not only them, but also each other, to danger and death.",1986,IN,India,drama,0,not specified,not specified,125,long,6.1,66,1.756,-1.0
85,tm172482,Sohni Mahiwal,sohni mahiwal,MOVIE,"Shahjada Ijjat Beg comes to India with his caravan and settles in a town in Gujrat. Here he falls in love with Sohani, who keeps a shop in metal pots. Ijjat Beg buys pot from her with whatever money he had and they were attracted to each other. Sohni dispensed with her servant and kept Ijjat Beg instead. This gave them more opportunity to meet. This was a scandal in the town and Sohni was perforce married to Rehaman who was slightly off his head. Sohni continued her meeting Ijjat Beg who went out fishing. When the atmosphere became to hot for them they jointly took a water grave for their love.",1984,IN,India,romance,0,not specified,not specified,160,long,6.1,297,6.052,5.8
86,tm419052,Ek Jaan Hain Hum,ek jaan hain hum,MOVIE,"Coming from a decent upper middle-class family, Vikram Saxena meets with gorgeous Seema Singh, and both fall in love. But their respective families have other plans for them. While Vikram is able to convince his advocate dad, Shyam Sunder, to change his mind, Seema is unable to do so, and her marriage is being planned with a U.S. resident. Things take a turn for the worst when the police arrest Vikram with arson, with evidence that he had burned down a property belonging to Seema's dad, Colonel Ram Mohan Singh. Due to this, Vikram's dad comes forward to defend him, and Seema will not have anything to do with him anymore. Shyam Sunder realizes that the only way he can save his son from being imprisoned is to have him certified as insane, but will have to live with the consequences for the rest of his life, as well as the the stigma this will place on his family for years to come.",1983,IN,India,family,0,not specified,not specified,151,long,6.3,70,0.986,7.0
87,tm47673,An Egyptian Story,an egyptian story,MOVIE,"Acclaimed actor Nour El Cherif here plays Egyptian filmmaker Yehia Mourad some thirty years after we last see him in ""Alexandria, Why?""  Though successful in his work, Yehia has grown distant from his wife and children and suﬀers a symbolic blockage of the heart while shooting the final scenes of his latest film. After being flown to England for evaluation, it's determined that Yehia must undergo emergency surgery.  Fact and fiction blend seamlessly—with healthy doses of cleverly  absurdist fantasy—as the film explores the various personalities and forces that have made Yehia (and Youssef Chahine) the man he has become.",1982,EG,Egypt,drama,0,not specified,not specified,129,long,7.3,1126,1.77,6.7
88,tm52274,The Little Wars,the little wars,MOVIE,"Beirut resident Soraya is drawn to two men: daredevil photographer Nabil and Talal, who must embrace his feudal heritage when his father is kidnapped.",1982,FR,France,war,0,not specified,not specified,108,long,6.3,152,1.956,5.5
89,tm147829,Unspeakable Acts,unspeakable acts,MOVIE,Two psychologist try to demonstrate that a man is a pedophile and has abused many children.,1990,US,United States of America,drama,0,not specified,not specified,100,long,6.1,464,2.075,5.3
90,ts20981,Survivor,survivor,SHOW,"A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players.",2000,US,United States of America,reality,42,TV-PG,supervised,48,long,7.4,24687,54.19,7.4
91,tm107744,Mission: Impossible,mission: impossible,MOVIE,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",1996,US,United States of America,thriller,0,PG-13,supervised,110,long,7.1,420673,41.115,6.9
92,ts22176,Stargate SG-1,stargate sg-1,SHOW,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",1997,CA,Canada,scifi,10,TV-PG,supervised,44,long,8.4,90196,88.851,8.3
93,tm15897,Se7en,se7en,MOVIE,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",1995,US,United States of America,crime,0,R,adults,127,long,8.6,1606270,51.633,8.352
94,ts21223,Pokémon,pokémon,SHOW,"Join Ash accompanied by his partner Pikachu, as he travels through many regions, meets new friends and faces new challenges on his quest to become a Pokémon Master.",1997,JP,Japan,action,25,TV-Y7,children,22,short,7.4,198,115.356,7.633
95,tm191013,Boogie Nights,boogie nights,MOVIE,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",1997,US,United States of America,drama,0,R,adults,156,long,7.9,261563,20.436,7.6
96,tm122434,Forrest Gump,forrest gump,MOVIE,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",1994,US,United States of America,drama,0,PG-13,supervised,142,long,8.8,2021343,63.449,8.478
97,tm25947,Snatch,snatch,MOVIE,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",2000,US,United States of America,crime,0,R,adults,103,long,8.3,841435,25.203,7.8
98,tm43808,The Talented Mr. Ripley,the talented mr. ripley,MOVIE,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",1999,US,United States of America,thriller,0,R,adults,139,long,7.4,207524,13.78,7.2
